Name	Length	Orientation	L_END	R_END	Cs	
apbE_ompC	111	Codirectional-	2311535	2311645	49.80	
ompC_micF	334	Divergent	2312750	2313083	49.83	
micF_rcsD	311	Codirectional+	2313177	2313487	49.84	
rcsD_rcsB	16	Codirectional+	2316161	2316176	49.90	
rcsB_rcsC	199	Convergent	2316828	2317026	49.91	
rcsC_atoS	166	Divergent	2319877	2320042	49.98	
atoS_atoD	1577	Codirectional+	2321870	2323446	50.02	
atoD_atoE	646	Codirectional+	2324110	2324755	50.07	
atoE_atoB	30	Codirectional+	2326079	2326108	50.11	
atoB_yfaP	73	Convergent	2327294	2327366	50.14	
yfaP_yfaQ	4	Codirectional-	2328144	2328147	50.16	
yfaQ_yfaS'	0	Codirectional-	NULL	NULL	50.19	
yfaS'_yfaA	553	Codirectional-	2334403	2334955	50.29	
yfaA_gyrA	148	Codirectional-	2336645	2336792	50.34	
gyrA_ubiG	146	Divergent	2339421	2339566	50.40	
ubiG_yfaL	127	Convergent	2340290	2340416	50.42	
yfaL_nrdA	695	Divergent	2344170	2344864	50.50	
nrdA_nrdB	233	Codirectional+	2347151	2347383	50.57	
nrdB_inaA	307	Convergent	2348515	2348821	50.60	
inaA_yfaH'	178	Divergent	2349473	2349650	50.62	
yfaH'_glpQ	41	Convergent	2349894	2349934	50.63	
glpQ_glpT	4	Codirectional-	2351012	2351015	50.65	
glpT_glpA	272	Divergent	2352375	2352646	50.68	
glpA_glpC	1245	Codirectional+	2354276	2355520	50.72	
glpC_yfaD	192	Codirectional+	2356712	2356903	50.77	
yfaD_ypaA'	0	Codirectional+	NULL	NULL	50.80	
ypaA'_rhmA	40	Convergent	2358002	2358041	50.80	
rhmA_rhmT	17	Codirectional-	2358846	2358862	50.82	
rhmT_rhmD	56	Codirectional-	2360153	2360208	50.85	
rhmD_rhmR	14	Codirectional-	2361415	2361428	50.87	
rhmR_yfaY	219	Codirectional-	2362212	2362430	50.89	
yfaY_yfaZ	99	Codirectional-	2363634	2363732	50.92	
yfaZ_nudI	278	Divergent	2364276	2364553	50.94	
nudI_ais	38	Convergent	2364980	2365017	50.95	
ais_arnB	307	Divergent	2365621	2365927	50.97	
arnB_arnC	3	Codirectional+	2367068	2367070	51.00	
arnC_arnD	1978	Codirectional+	2368040	2370017	51.02	
arnD_arnE	1648	Codirectional+	2370909	2372556	51.08	
arnE_pmrD	379	Convergent	2372893	2373271	51.12	
pmrD_menE	109	Codirectional-	2373539	2373647	51.14	
menE_menB	958	Codirectional-	2375004	2375961	51.17	
menB_menH	14	Codirectional-	2376820	2376833	51.21	
menH_menF	1755	Codirectional-	2377593	2379347	51.22	
menF_elaB	78	Codirectional-	2380644	2380721	51.29	
elaB_elaA	54	Codirectional-	2381028	2381081	51.30	
elaA_rbn	64	Divergent	2381544	2381607	51.31	
rbn_elaD	187	Codirectional+	2382526	2382712	51.33	
elaD_yfbK	70	Convergent	2383925	2383994	51.36	
yfbK_yfbL	137	Divergent	2385723	2385859	51.40	
yfbL_yfbM	102	Codirectional+	2386832	2386933	51.42	
yfbM_yfbN	272	Convergent	2387438	2387709	51.44	
yfbN_yfbO	208	Divergent	2388427	2388634	51.46	
yfbO_yfbP	58	Codirectional+	2389058	2389115	51.47	
yfbP_nuoN	83	Convergent	2389965	2390047	51.49	
nuoN_nuoM	6	Codirectional-	2391506	2391511	51.52	
nuoM_nuoL	163	Codirectional-	2393042	2393204	51.56	
nuoL_nuoJ	295	Codirectional-	2395047	2395341	51.60	
nuoJ_nuoI	11	Codirectional-	2395897	2395907	51.62	
nuoI_nuoH	14	Codirectional-	2396451	2396464	51.63	
nuoH_nuoF	2775	Codirectional-	2397443	2400217	51.65	
nuoF_nuoC	499	Codirectional-	2401556	2402054	51.74	
nuoC_nuoB	105	Codirectional-	2403846	2403950	51.79	
nuoB_nuoA	15	Codirectional-	2404614	2404628	51.81	
nuoA_lrhA	630	Codirectional-	2405073	2405702	51.82	
lrhA_alaA	919	Divergent	2406642	2407560	51.85	
alaA_yfbR	83	Codirectional+	2408779	2408861	51.89	
yfbR_yfbS	58	Convergent	2409462	2409519	51.91	
yfbS_yfbT	86	Codirectional-	2411353	2411438	51.95	
yfbT_yfbU	10	Codirectional-	2412090	2412099	51.97	
yfbU_yfbV	82	Codirectional-	2412595	2412676	51.98	
yfbV_ackA	337	Divergent	2413133	2413469	51.99	
ackA_pta	74	Codirectional+	2414673	2414746	52.02	
pta_yfcC	189	Codirectional+	2416892	2417080	52.07	
yfcC_yfcD	32	Convergent	2418602	2418633	52.11	
yfcD_yfcE	57	Codirectional-	2419177	2419233	52.12	
yfcE_yfcF	52	Codirectional-	2419789	2419840	52.13	
yfcF_yfcG	135	Divergent	2420486	2420620	52.15	
yfcG_folX	56	Codirectional+	2421269	2421324	52.16	
folX_yfcH	20	Codirectional+	2421688	2421707	52.17	
yfcH_yfcI	47	Convergent	2422602	2422648	52.19	
yfcI_hisP	196	Codirectional-	2423540	2423735	52.21	
hisP_hisM	7	Codirectional-	2424510	2424516	52.23	
hisM_hisJ	772	Codirectional-	2425234	2426005	52.25	
hisJ_argT	220	Codirectional-	2426789	2427008	52.28	
argT_ubiX	265	Codirectional-	2427792	2428056	52.30	
ubiX_purF	94	Codirectional-	2428627	2428720	52.32	
purF_cvpA	36	Codirectional-	2430239	2430274	52.36	
cvpA_dedD	258	Codirectional-	2430764	2431021	52.37	
dedD_accD	1327	Codirectional-	2431685	2433011	52.39	
accD_dedA	155	Codirectional-	2433927	2434081	52.44	
dedA_truA	82	Codirectional-	2434742	2434823	52.45	
truA_pdxB	1078	Codirectional-	2435637	2436714	52.47	
pdxB_flk	98	Divergent	2437852	2437949	52.52	
flk_fabB	1439	Convergent	2438946	2440384	52.54	
fabB_mnmC	158	Divergent	2441606	2441763	52.60	
mnmC_yfcL	120	Convergent	2443771	2443890	52.65	
yfcL_epmC	33	Codirectional-	2444170	2444202	52.66	
epmC_mepA	808	Codirectional-	2444752	2445559	52.67	
mepA_aroC	3	Codirectional-	2446385	2446387	52.71	
aroC_prmB	34	Codirectional-	2447474	2447507	52.73	
prmB_smrB	165	Divergent	2448441	2448605	52.75	
smrB_yfcO	70	Convergent	2449158	2449227	52.76	
yfcO_yfcP	1	Codirectional-	2450050	2450050	52.78	
yfcP_yfcR	481	Codirectional-	2450591	2451071	52.80	
yfcR_yfcU'	771	Codirectional-	2451585	2452355	52.82	
yfcU'_yfcV	81	Codirectional-	2455002	2455082	52.89	
yfcV_sixA	680	Codirectional-	2455647	2456326	52.90	
sixA_fadJ	202	Codirectional-	2456813	2457014	52.93	
fadJ_yfcZ	1490	Codirectional-	2459160	2460649	52.98	
yfcZ_fadL	371	Divergent	2460935	2461305	53.02	
fadL_yfdF	365	Codirectional+	2462647	2463011	53.06	
yfdF_mlaA	181	Convergent	2464071	2464251	53.09	
mlaA_yfdC	293	Divergent	2465008	2465300	53.11	
yfdC_argW	75	Codirectional+	2466234	2466308	53.13	
argW_intS	161	Codirectional+	2466384	2466544	53.14	
intS_gtrA	152	Codirectional+	2467703	2467854	53.16	
gtrA_gtrS	913	Codirectional+	2468218	2469130	53.18	
gtrS_tfaS'	352	Codirectional+	2470463	2470814	53.22	
tfaS'_yfdL'	438	Convergent	2471106	2471543	53.24	
yfdL'_yfdN	264	Codirectional-	2472123	2472386	53.26	
yfdN_yfdP	722	Divergent	2472882	2473603	53.28	
yfdP_yfdQ	65	Codirectional+	2473967	2474031	53.30	
yfdQ_yfdR	127	Codirectional+	2474857	2474983	53.32	
yfdR_yfdT	352	Codirectional+	2475521	2475872	53.33	
yfdT_ypdJ'	2	Codirectional+	2476179	2476180	53.35	
ypdJ'_torI	78	Codirectional+	2476232	2476309	53.35	
torI_pawZ'	73	Codirectional+	2476511	2476583	53.35	
pawZ'_dsdC	95	Convergent	2476599	2476693	53.36	
dsdC_dsdX	217	Divergent	2477630	2477846	53.38	
dsdX_dsdA	17	Codirectional+	2479185	2479201	53.41	
dsdA_emrY	107	Convergent	2480531	2480637	53.44	
emrY_evgA	1578	Divergent	2482177	2483754	53.48	
evgA_evgS	4	Codirectional+	2484370	2484373	53.52	
evgS_yfdE	55	Convergent	2487968	2488022	53.60	
yfdE_yfdV	73	Codirectional-	2489169	2489241	53.63	
yfdV_oxc	69	Codirectional-	2490187	2490255	53.65	
oxc_frc	53	Codirectional-	2491951	2492003	53.69	
frc_yfdX	512	Codirectional-	2493255	2493766	53.71	
yfdX_ypdI	295	Divergent	2494403	2494697	53.74	
ypdI_yfdY	76	Convergent	2494974	2495049	53.75	
yfdY_lpxP	352	Divergent	2495293	2495644	53.76	
lpxP_ypdK	355	Codirectional+	2496566	2496920	53.79	
ypdK_alaC	64	Convergent	2496993	2497056	53.80	
alaC_ypdA	375	Divergent	2498296	2498670	53.82	
ypdA_ypdB	14	Codirectional+	2500369	2500382	53.87	
ypdB_ypdC	12	Codirectional+	2501118	2501129	53.88	
ypdC_fryA	2	Convergent	2501988	2501989	53.90	
fryA_ypdE	24	Codirectional-	2504486	2504509	53.96	
ypdE_fryC	1099	Codirectional-	2505548	2506646	53.98	
fryC_fryB	21	Codirectional-	2507895	2507915	54.03	
fryB_glk	218	Codirectional-	2508243	2508460	54.04	
glk_yfeO	203	Divergent	2509427	2509629	54.06	
yfeO_ypeC	114	Codirectional+	2510887	2511000	54.09	
ypeC_mntH	140	Convergent	2511328	2511467	54.10	
mntH_nupC	335	Divergent	2512707	2513041	54.13	
nupC_insL1	86	Codirectional+	2514245	2514330	54.17	
insL1_yfeA	199	Convergent	2515444	2515642	54.19	
yfeA_alaX	208	Codirectional-	2517833	2518040	54.24	
alaX_alaW	39	Codirectional-	2518117	2518155	54.25	
alaW_yfeC	235	Divergent	2518232	2518466	54.25	
yfeC_yfeD	1	Codirectional+	2518812	2518812	54.27	
yfeD_gltX	51	Convergent	2519206	2519256	54.27	
gltX_valU	258	Divergent	2520673	2520930	54.31	
valU_valX	44	Codirectional+	2521007	2521050	54.31	
valX_valY	46	Codirectional+	2521127	2521172	54.32	
valY_lysV	4	Codirectional+	2521249	2521252	54.32	
lysV_xapR	264	Convergent	2521329	2521592	54.32	
xapR_xapB	251	Codirectional-	2522478	2522728	54.34	
xapB_xapA	59	Codirectional-	2523986	2524044	54.38	
xapA_yfeN	248	Divergent	2524879	2525126	54.40	
yfeN_yfeR	38	Convergent	2525892	2525929	54.42	
yfeR_yfeH	89	Divergent	2526857	2526945	54.44	
yfeH_ligA	216	Convergent	2527945	2528160	54.46	
ligA_zipA	70	Codirectional-	2530177	2530246	54.51	
zipA_cysZ	229	Divergent	2531234	2531462	54.53	
cysZ_cysK	184	Codirectional+	2532225	2532408	54.55	
cysK_ptsH	383	Codirectional+	2533381	2533763	54.58	
ptsH_ptsI	44	Codirectional+	2534022	2534065	54.59	
ptsI_crr	40	Codirectional+	2535794	2535833	54.63	
crr_pdxK	42	Convergent	2536344	2536385	54.64	
pdxK_yfeK	104	Divergent	2537238	2537341	54.66	
yfeK_yfeS	32	Codirectional+	2537717	2537748	54.67	
yfeS_cysM	188	Convergent	2538484	2538671	54.69	
cysM_cysA	133	Codirectional-	2539584	2539716	54.71	
cysA_cysU	864	Codirectional-	2540815	2541678	54.74	
cysU_ucpA	1319	Codirectional-	2542513	2543831	54.78	
ucpA_murR	128	Codirectional-	2544624	2544751	54.82	
murR_murQ	163	Divergent	2545610	2545772	54.84	
murQ_murP	3	Codirectional+	2546670	2546672	54.87	
murP_yfeW	4	Codirectional+	2548098	2548101	54.90	
yfeW_yfeX	239	Convergent	2549407	2549645	54.92	
yfeX_yfeY	95	Codirectional-	2550546	2550640	54.95	
yfeY_yfeZ	60	Codirectional-	2551217	2551276	54.96	
yfeZ_amiA	625	Divergent	2551727	2552351	54.97	
amiA_hemF	3	Codirectional+	2553222	2553224	55.01	
hemF_eutR	5	Convergent	2554125	2554129	55.03	
eutR_eutK	45	Codirectional-	2555183	2555227	55.05	
eutK_eutL	12	Codirectional-	2555729	2555740	55.06	
eutL_eutC	9	Codirectional-	2556401	2556409	55.08	
eutC_eutB	20	Codirectional-	2557298	2557317	55.09	
eutB_intZ	178	Divergent	2558680	2558857	55.12	
intZ_yffL	190	Codirectional+	2560067	2560256	55.15	
yffL_yffM	469	Codirectional+	2560899	2561367	55.17	
yffM_yffN	11	Codirectional+	2561614	2561624	55.19	
yffN_yffO	117	Codirectional+	2561994	2562110	55.20	
yffO_yffQ	1064	Codirectional+	2562528	2563591	55.21	
yffQ_yffR	10	Codirectional+	2563970	2563979	55.24	
yffR_yffS	150	Codirectional+	2564373	2564522	55.25	
yffS_eutA	148	Convergent	2565333	2565480	55.27	
eutA_eutG	1439	Codirectional-	2566885	2568323	55.30	
eutG_eutE	836	Codirectional-	2569512	2570347	55.36	
eutE_eutN	11	Codirectional-	2571752	2571762	55.41	
eutN_eutM	106	Codirectional-	2572051	2572156	55.41	
eutM_eutD	38	Codirectional-	2572451	2572488	55.42	
eutD_eutQ	796	Codirectional-	2573506	2574301	55.44	
eutQ_eutS	466	Codirectional-	2575004	2575469	55.48	
eutS_maeB	292	Codirectional-	2575806	2576097	55.49	
maeB_talA	288	Divergent	2578378	2578665	55.55	
talA_tktB	19	Codirectional+	2579617	2579635	55.58	
tktB_ypfG	94	Convergent	2581640	2581733	55.62	
ypfG_nudK	125	Codirectional-	2582778	2582902	55.64	
nudK_aegA	67	Codirectional-	2583479	2583545	55.66	
aegA_narQ	205	Divergent	2585526	2585730	55.70	
narQ_acrD	163	Codirectional+	2587432	2587594	55.74	
acrD_ypfM	98	Convergent	2590709	2590806	55.81	
ypfM_yffB	380	Divergent	2590867	2591246	55.82	
yffB_dapE	3	Codirectional+	2591604	2591606	55.83	
dapE_ypfN	27	Codirectional+	2592735	2592761	55.86	
ypfN_ypfH	109	Convergent	2592963	2593071	55.86	
ypfH_tmcA	73	Codirectional-	2593771	2593843	55.88	
tmcA_ypfJ	14	Codirectional-	2595860	2595873	55.93	
ypfJ_purC	167	Codirectional-	2596738	2596904	55.94	
purC_bamC	212	Codirectional-	2597619	2597830	55.96	
bamC_dapA	16	Codirectional-	2598866	2598881	55.99	
dapA_gcvR	145	Divergent	2599761	2599905	56.01	
gcvR_hyfA	722	Codirectional+	2600479	2601200	56.02	
hyfA_hyfC	2028	Codirectional+	2601819	2603846	56.05	
hyfC_hyfD	16	Codirectional+	2604795	2604810	56.12	
hyfD_hyfE	11	Codirectional+	2606251	2606261	56.15	
hyfE_hyfF	4	Codirectional+	2606913	2606916	56.16	
hyfF_hyfH	1666	Codirectional+	2608498	2610163	56.20	
hyfH_hyfJ	747	Codirectional+	2610710	2611456	56.25	
hyfJ_hyfR	29	Codirectional+	2611871	2611899	56.27	
hyfR_focB	21	Codirectional+	2613913	2613933	56.31	
focB_yfgO	37	Convergent	2614783	2614819	56.33	
yfgO_bepA	212	Divergent	2615882	2616093	56.36	
bepA_yfgD	20	Codirectional+	2617558	2617577	56.39	
yfgD_hda	137	Convergent	2617938	2618074	56.40	
hda_uraA	94	Codirectional-	2618777	2618870	56.42	
uraA_upp	85	Codirectional-	2620161	2620245	56.45	
upp_purM	324	Divergent	2620873	2621196	56.46	
purM_ppk	809	Codirectional+	2622235	2623043	56.49	
ppk_ppx	4	Codirectional+	2625111	2625114	56.56	
ppx_yfgF	38	Convergent	2626657	2626694	56.59	
yfgF_yfgG	351	Divergent	2628939	2629289	56.64	
yfgG_yfgH	310	Codirectional+	2629482	2629791	56.65	
yfgH_yfgI	15	Codirectional+	2630311	2630325	56.67	
yfgI_guaA	92	Convergent	2630866	2630957	56.68	
guaA_guaB	68	Codirectional-	2632536	2632603	56.72	
guaB_xseA	161	Divergent	2634071	2634231	56.75	
xseA_der	281	Convergent	2635603	2635883	56.78	
der_bamB	117	Codirectional-	2637357	2637473	56.82	
bamB_yfgM	10	Codirectional-	2638653	2638662	56.85	
yfgM_hisS	17	Codirectional-	2639284	2639300	56.86	
hisS_ispG	110	Codirectional-	2640576	2640685	56.89	
ispG_rodZ	26	Codirectional-	2641805	2641830	56.92	
rodZ_rlmN	284	Codirectional-	2642845	2643128	56.94	
rlmN_ndk	149	Codirectional-	2644284	2644432	56.97	
ndk_pbpC	148	Codirectional-	2644865	2645012	56.98	
pbpC_yfhM	0	Codirectional-	NULL	NULL	57.03	
yfhM_sseA	206	Divergent	2652288	2652493	57.14	
sseA_ryfA	515	Codirectional+	2653340	2653854	57.16	
ryfA_pepB	916	Convergent	2654159	2655074	57.18	
pepB_iscX	177	Codirectional-	2656359	2656535	57.23	
iscX_fdx	11	Codirectional-	2656737	2656747	57.24	
fdx_hscA	1	Codirectional-	2657084	2657084	57.24	
hscA_hscB	16	Codirectional-	2658936	2658951	57.28	
hscB_iscA	95	Codirectional-	2659468	2659562	57.30	
iscA_iscU	16	Codirectional-	2659887	2659902	57.30	
iscU_iscS	27	Codirectional-	2660290	2660316	57.31	
iscS_iscR	111	Codirectional-	2661532	2661642	57.34	
iscR_trmJ	451	Codirectional-	2662132	2662582	57.35	
trmJ_suhB	118	Divergent	2663324	2663441	57.38	
suhB_yfhR	144	Codirectional+	2664246	2664389	57.40	
yfhR_csiE	190	Codirectional+	2665245	2665434	57.42	
csiE_hcaR	1290	Convergent	2666716	2668005	57.45	
hcaR_hcaE	135	Divergent	2668897	2669031	57.50	
hcaE_hcaC	514	Codirectional+	2670394	2670907	57.53	
hcaC_hcaD	818	Codirectional+	2671229	2672046	57.55	
hcaD_yphA	96	Codirectional+	2673250	2673345	57.59	
yphA_yphB	47	Convergent	2673769	2673815	57.60	
yphB_yphC	11	Codirectional-	2674689	2674699	57.62	
yphC_yphD	65	Codirectional-	2675762	2675826	57.65	
yphD_yphE	24	Codirectional-	2676826	2676849	57.67	
yphE_yphF	22	Codirectional-	2678362	2678383	57.70	
yphF_yphG	96	Codirectional-	2679368	2679463	57.72	
yphG_yphH	117	Divergent	2682746	2682862	57.80	
yphH_glyA	197	Convergent	2684057	2684253	57.83	
glyA_hmp	327	Divergent	2685508	2685834	57.86	
hmp_glnB	44	Convergent	2687026	2687069	57.89	
glnB_glrR	60	Codirectional-	2687409	2687468	57.90	
glrR_glrK	867	Codirectional-	2688804	2689670	57.93	
glrK_glmY	58	Codirectional-	2691099	2691156	57.98	
glmY_purL	315	Codirectional-	2691341	2691655	57.98	
purL_mltF	257	Divergent	2695544	2695800	58.07	
mltF_pgpC	557	Convergent	2697358	2697914	58.11	
pgpC_yfhH	208	Divergent	2698551	2698758	58.14	
yfhH_yfhL	55	Codirectional+	2699608	2699662	58.16	
yfhL_shoB	193	Convergent	2699924	2700116	58.17	
shoB_ohsC	322	Divergent	2700198	2700519	58.17	
ohsC_acpS	21	Convergent	2700597	2700617	58.18	
acpS_recO	742	Codirectional-	2700999	2701740	58.19	
recO_era	11	Codirectional-	2702470	2702480	58.22	
era_lepB	948	Codirectional-	2703387	2704334	58.24	
lepB_lepA	15	Codirectional-	2705310	2705324	58.28	
lepA_rseC	197	Codirectional-	2707125	2707321	58.32	
rseC_rseA	952	Codirectional-	2707802	2708753	58.34	
rseA_rpoE	32	Codirectional-	2709405	2709436	58.37	
rpoE_nadB	407	Divergent	2710013	2710419	58.38	
nadB_srmB	853	Codirectional+	2712043	2712895	58.43	
srmB_yfiE	208	Convergent	2714231	2714438	58.48	
yfiE_eamB	102	Divergent	2715321	2715422	58.50	
eamB_grcA	55	Convergent	2716011	2716065	58.51	
grcA_ung	304	Divergent	2716450	2716753	58.52	
ung_yfiF	47	Convergent	2717444	2717490	58.54	
yfiF_trxC	206	Divergent	2718529	2718734	58.57	
trxC_yfiP	68	Codirectional+	2719155	2719222	58.58	
yfiP_pka	31	Codirectional+	2719922	2719952	58.60	
pka_pssA	113	Codirectional+	2722614	2722726	58.66	
pssA_yfiM	45	Codirectional+	2724083	2724127	58.69	
yfiM_rrfG	1617	Convergent	2724452	2726068	58.70	
rrfG_rrlG	92	Codirectional-	2726189	2726280	58.73	
rrlG_gltW	184	Codirectional-	2729185	2729368	58.80	
gltW_rrsG	171	Codirectional-	2729445	2729615	58.80	
rrsG_clpB	442	Codirectional-	2731158	2731599	58.84	
clpB_yfiH	129	Codirectional-	2734174	2734302	58.91	
yfiH_bamD	1111	Divergent	2735035	2736145	58.92	
bamD_raiA	270	Codirectional+	2736884	2737153	58.96	
raiA_pheL	103	Codirectional+	2737496	2737598	58.98	
pheL_pheA	98	Codirectional+	2737647	2737744	58.98	
pheA_tyrA	42	Convergent	2738906	2738947	59.01	
tyrA_aroF	10	Codirectional-	2740070	2740079	59.03	
aroF_yfiL	209	Divergent	2741151	2741359	59.06	
yfiL_yfiR	149	Codirectional+	2741726	2741874	59.07	
yfiR_yfiB	1231	Codirectional+	2742394	2743624	59.08	
yfiB_rplS	75	Convergent	2744108	2744182	59.12	
rplS_trmD	41	Codirectional-	2744531	2744571	59.13	
trmD_rimM	30	Codirectional-	2745340	2745369	59.15	
rimM_rpsP	18	Codirectional-	2745919	2745936	59.16	
rpsP_ffh	248	Codirectional-	2746186	2746433	59.16	
ffh_ypjD	166	Divergent	2747796	2747961	59.20	
ypjD_yfjD	20	Codirectional+	2748754	2748773	59.22	
yfjD_grpE	54	Convergent	2750061	2750114	59.25	
grpE_nadK	122	Divergent	2750709	2750830	59.26	
nadK_recN	85	Codirectional+	2751710	2751794	59.28	
recN_bamE	148	Codirectional+	2753457	2753604	59.32	
bamE_ratB	61	Convergent	2753947	2754007	59.33	
ratB_smpB	597	Divergent	2754299	2754895	59.34	
smpB_ssrA	214	Codirectional+	2755379	2755592	59.36	
ssrA_intA	203	Codirectional+	2755956	2756158	59.37	
intA_yfjH	243	Convergent	2757401	2757643	59.41	
yfjH_alpA	43	Divergent	2758601	2758643	59.43	
alpA_yfjI	128	Codirectional+	2758857	2758984	59.44	
yfjI_yfjJ	152	Codirectional+	2760395	2760546	59.47	
yfjJ_yfjK	177	Convergent	2761174	2761350	59.49	
yfjK_yfjM	1972	Codirectional-	2763541	2765512	59.54	
yfjM_rnlA	141	Divergent	2765777	2765917	59.59	
rnlA_yfjP	718	Codirectional+	2766992	2767709	59.61	
yfjP_yfjQ	91	Codirectional+	2768574	2768664	59.65	
yfjQ_yfjR	216	Codirectional+	2769487	2769702	59.67	
yfjR_ypjK	40	Codirectional+	2770405	2770444	59.69	
ypjK_yfjT	466	Codirectional+	2770682	2771147	59.69	
yfjT_yfjU'	386	Convergent	2771616	2772001	59.71	
yfjU'_yfjV'	12	Codirectional-	2772155	2772166	59.72	
yfjV'_yfjW	135	Divergent	2773183	2773317	59.75	
yfjW_ypjI'	523	Codirectional+	2775022	2775544	59.79	
ypjI'_yfjX	102	Codirectional+	2775817	2775918	59.80	
yfjX_yfjY	8	Codirectional+	2776378	2776385	59.81	
yfjY_ypjJ	8	Codirectional+	2776869	2776876	59.83	
ypjJ_yfjZ	37	Codirectional+	2777078	2777114	59.83	
yfjZ_ypjF	20	Codirectional+	2777433	2777452	59.84	
ypjF_psaA'	189	Codirectional+	2777783	2777971	59.84	
psaA'_ypjA	160	Convergent	2777986	2778145	59.85	
ypjA_pinH'	338	Codirectional-	2782727	2783064	59.95	
pinH'_ypjC'	333	Codirectional-	2783305	2783637	59.96	
ypjC'_ileY	750	Codirectional-	2785012	2785761	60.00	
ileY_ygaQ'	559	Divergent	2785838	2786396	60.02	
ygaQ'_csiD	335	Codirectional+	2788650	2788984	60.08	
csiD_lhgO	19	Codirectional+	2789963	2789981	60.11	
lhgO_gabD	22	Codirectional+	2791251	2791272	60.13	
gabD_gabT	13	Codirectional+	2792722	2792734	60.17	
gabT_gabP	237	Codirectional+	2794016	2794252	60.19	
gabP_csiR	20	Codirectional+	2795654	2795673	60.23	
csiR_ygaU	0	Convergent	NULL	NULL	60.24	
ygaU_yqaE	83	Codirectional-	2796787	2796869	60.25	
yqaE_ygaV	182	Divergent	2797029	2797210	60.26	
ygaV_ygaP	9	Codirectional+	2797511	2797519	60.27	
ygaP_stpA	46	Convergent	2798045	2798090	60.28	
stpA_alaE	668	Divergent	2798496	2799163	60.29	
alaE_ygaC	36	Convergent	2799614	2799649	60.32	
ygaC_ygaM	151	Divergent	2799995	2800145	60.32	
ygaM_nrdH	247	Codirectional+	2800476	2800722	60.33	
nrdH_nrdE	379	Codirectional+	2800969	2801347	60.34	
nrdE_nrdF	9	Codirectional+	2803493	2803501	60.40	
nrdF_proV	353	Codirectional+	2804462	2804814	60.42	
proV_proX	1114	Codirectional+	2806018	2807131	60.45	
proX_ygaY'	191	Codirectional+	2808125	2808315	60.50	
ygaY'_ygaZ	123	Codirectional+	2809494	2809616	60.53	
ygaZ_mprA	415	Codirectional+	2810355	2810769	60.55	
mprA_emrA	126	Codirectional+	2811301	2811426	60.57	
emrA_emrB	16	Codirectional+	2812600	2812615	60.59	
emrB_luxS	63	Convergent	2814155	2814217	60.63	
luxS_micA	68	Divergent	2814734	2814801	60.64	
micA_gshA	3	Convergent	2814880	2814882	60.64	
gshA_yqaA	72	Codirectional-	2816440	2816511	60.68	
yqaA_argQ	843	Codirectional-	2816941	2817783	60.69	
argQ_argZ	198	Codirectional-	2817861	2818058	60.71	
argZ_argY	62	Codirectional-	2818136	2818197	60.71	
argY_argV	198	Codirectional-	2818275	2818472	60.72	
argV_serV	3	Codirectional-	2818550	2818552	60.72	
serV_csrA	315	Codirectional-	2818646	2818960	60.73	
csrA_alaS	234	Codirectional-	2819147	2819380	60.74	
alaS_recX	127	Codirectional-	2822012	2822138	60.80	
recX_recA	68	Codirectional-	2822640	2822707	60.81	
recA_pncC	79	Codirectional-	2823770	2823848	60.84	
pncC_mltB	144	Codirectional-	2824347	2824490	60.85	
mltB_srlA	255	Divergent	2825577	2825831	60.87	
srlA_srlB	966	Codirectional+	2826396	2827361	60.89	
srlB_srlD	3	Codirectional+	2827734	2827736	60.92	
srlD_srlM	104	Codirectional+	2828517	2828620	60.94	
srlM_srlR	66	Codirectional+	2828981	2829046	60.95	
srlR_norR	954	Convergent	2829821	2830774	60.97	
norR_norV	186	Divergent	2832290	2832475	61.02	
norV_hypF	1257	Convergent	2833916	2835172	61.05	
hypF_hydN	152	Codirectional-	2837426	2837577	61.13	
hydN_ascG	148	Codirectional-	2838106	2838253	61.14	
ascG_ascF	259	Divergent	2839265	2839523	61.17	
ascF_ascB	8	Codirectional+	2840982	2840989	61.21	
ascB_hycI	158	Convergent	2842415	2842572	61.24	
hycI_hycG	399	Codirectional-	2843044	2843442	61.25	
hycG_hycE	551	Codirectional-	2844211	2844761	61.28	
hycE_hycD	17	Codirectional-	2846472	2846488	61.32	
hycD_hycC	2	Codirectional-	2847413	2847414	61.34	
hycC_hycA	732	Codirectional-	2849242	2849973	61.38	
hycA_hypA	211	Divergent	2850436	2850646	61.41	
hypA_hypB	3	Codirectional+	2850998	2851000	61.42	
hypB_hypD	262	Codirectional+	2851874	2852135	61.44	
hypD_fhlA	1080	Codirectional+	2853258	2854337	61.47	
fhlA_ygbA	36	Convergent	2856417	2856452	61.54	
ygbA_mutS	286	Divergent	2856807	2857092	61.55	
mutS_pphB	105	Codirectional+	2859655	2859759	61.61	
pphB_ygbI	50	Convergent	2860417	2860466	61.62	
ygbI_ygbJ	195	Divergent	2861235	2861429	61.64	
ygbJ_ygbL	1254	Codirectional+	2862339	2863592	61.67	
ygbL_ygbM	4	Codirectional+	2864232	2864235	61.71	
ygbM_ygbN	88	Codirectional+	2865013	2865100	61.72	
ygbN_rpoS	93	Convergent	2866466	2866558	61.76	
rpoS_nlpD	62	Codirectional-	2867552	2867613	61.78	
nlpD_pcm	139	Codirectional-	2868754	2868892	61.80	
pcm_truD	735	Codirectional-	2869520	2870254	61.82	
truD_ispD	475	Codirectional-	2871305	2871779	61.86	
ispD_ftsB	18	Codirectional-	2872491	2872508	61.89	
